;LOPE_AmorConVista(1626);LOPE_AmorPleitoYDesafio(1621);LOPE_AyVerdadesQueEnAmor(1625);LOPE_BastardoMudarra(1612);LOPE_BatallaDelHonor(1608);LOPE_Benavides(1600);LOPE_BizarriasDeBelisa(1634);LOPE_BrasilRestituido(1625);LOPE_BuenaGuarda(1610);LOPE_BurgalesaDeLerma(1613);LOPE_CaballeroDelSacramento(1610);LOPE_CardenalDeBelen(1610);LOPE_CarlosQuintoEnFrancia(1604);LOPE_CastigoSinVenganza(1631);LOPE_CoronaDeHungria(1623);LOPE_CoronaMerecida(1603);LOPE_CuerdoLoco(1602);LOPE_DamaBoba(1613);LOPE_DelMonteSale(1627);LOPE_DesdenVengado(1617);LOPE_DiscordiaEnLosCasados(1611);LOPE_EstefaniaLaDesdichada(1604);LOPE_FavorAgradecido(1593);LOPE_GalanDeLaMembrilla(1615);LOPE_HermosaEster(1610);LOPE_LoQuePasaEnUnaTarde(1617);LOPE_MarquesDeLasNavas(1624);LOPE_MasPuedenCelos(1627);LOPE_MayorVictoriaDeAlemania(1622);LOPE_NinezDelPadreRojas(1625);LOPE_PedroCarbonero(1603);LOPE_PoderEnElDiscreto(1623);LOPE_PrincipeDespenado(1602);LOPE_PruebaDeLosAmigos(1604);LOPE_QuienMasNoPuede(1616);LOPE_SantiagoElVerde(1615);LOPE_SembrarEnBuenaTierra(1616);LOPE_SinSecretoNoHayAmor(1626)
casería;0;0;0;0;0;0;0;0;0,006503219;0;0;0;0;0;0,015054573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
casome;0;0;0;0;0;0;0;0;0;0;0,006347191;0;0;0;0;0,006391001;0;0;0;0;0;0;0;0;0;0;0;0,007274844;0;0;0;0;0;0;0;0;0;0
castaña;0;0;0;0;0;0;0;0;0;0,011346874;0;0;0;0;0;0;0;0;0;0;0;0,006791633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
catalán;0;0;0;0;0;0;0;0;0;0;0,019041574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
catalina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006229365;0;0;0;0,006791633;0;0;0;0,006541078;0;0;0;0;0;0;0;0;0;0;0;0
catón;0;0;0;0;0;0;0,007113387;0;0;0;0,006347191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006423433;0;0;0
catorce;0;0;0;0;0;0;0,007113387;0;0;0;0;0;0,006938181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005922066;0;0
cedro;0;0;0;0;0;0;0;0,008547009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008482484;0,006894174;0;0;0;0;0;0;0
cegome;0;0;0;0,006109109;0;0;0;0;0;0,005673437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007274844;0;0;0;0;0;0;0;0;0;0
celar;0;0;0;0;0,006053635;0;0;0;0;0,005673437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006525711
celestina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,017280111;0;0;0;0;0;0;0,006173602;0;0;0;0
celín;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012116806;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006894174;0;0;0;0;0;0;0
centinela;0;0;0;0;0,01210727;0;0;0,008547009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cepa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006791633;0;0;0;0;0;0;0,007064641;0,008482484;0;0;0;0;0;0;0;0
certificar;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00651848;0;0;0,006058403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005922066;0;0
cese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,013229263;0;0;0;0,005870956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ciprés;0;0;0;0,006109109;0;0;0;0;0;0;0;0;0;0;0;0;0,006058403;0;0;0;0;0;0;0;0;0,006541078;0;0;0;0;0;0;0;0;0;0;0;0
cirujano;0;0;0,007178751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012347203;0;0;0;0
clarín;0;0;0;0;0;0;0;0,008547009;0;0;0;0;0;0;0;0,006391001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006423433;0;0;0
claustro;0;0;0;0;0;0;0;0;0,019509657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cleopatra;0;0;0;0;0;0;0,007113387;0;0;0;0;0;0;0;0;0,006391001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006423433;0;0;0
cochino;0;0,006548788;0;0;0;0;0;0;0;0;0;0;0;0;0,015054573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cogollo;0;0;0;0;0;0;0;0;0;0,005673437;0;0;0;0;0;0;0;0;0;0,012614317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cohombro;0;0;0;0,018327326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006229365;0;0;0,006261741;0;0;0;0;0;0;0;0;0;0;0,00662164;0;0;0;0;0;0
colcha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006261741;0;0;0;0;0;0,017280111;0;0;0;0;0;0;0;0;0;0;0
comar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,020682523;0;0;0;0;0;0;0
compra;0;0,006548788;0;0;0;0;0,007113387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006791633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
comprador;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007064641;0;0;0;0;0;0;0;0,01367054;0
concha;0;0;0;0;0;0;0;0;0;0;0;0,006868604;0;0;0;0;0;0;0,006614632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006525711
concurrir;0;0;0;0,006109109;0;0;0,007113387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007064641;0;0;0;0;0;0;0;0;0
confesión;0;0,006548788;0;0;0;0;0;0;0,013006438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
confesor;0;0;0;0;0,006053635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006307159;0;0;0;0;0;0;0;0;0;0,008482484;0;0;0;0;0;0;0;0
confortar;0;0;0,007178751;0;0;0;0;0;0,006503219;0;0;0;0;0;0;0,006391001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
confusamente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006058403;0;0;0;0;0;0,005870956;0;0;0;0;0;0;0;0;0;0;0;0;0,005922066;0;0
conjetura;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012356357;0;0;0;0;0,006525711
conjunción;0;0;0;0;0;0;0;0;0;0;0;0;0,006938181;0;0;0;0,006058403;0;0;0;0;0;0;0;0;0;0;0,007274844;0;0;0;0;0;0;0;0;0;0
consonante;0;0;0;0;0;0;0;0;0;0;0,006347191;0;0;0;0;0;0;0,006229365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006423433;0;0;0
conspirar;0;0;0;0;0,006053635;0;0;0;0;0;0;0;0;0,00651848;0;0;0;0;0;0;0;0;0;0;0,006813846;0;0;0;0;0;0;0;0;0;0;0;0;0
constantino;0;0;0;0;0;0,005404237;0;0;0;0;0,006347191;0;0;0;0,007527286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
constituir;0;0;0;0;0;0;0;0;0;0;0;0,006868604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00662164;0;0;0;0;0,00683527;0
contado;0;0;0;0;0;0;0;0;0;0;0;0,006868604;0;0;0,007527286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006173602;0;0;0;0
contentus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,025447451;0;0;0;0;0;0;0;0
contracifra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01153336;0;0;0;0;0;0;0,006894174;0;0;0;0;0;0;0
contradicción;0;0;0;0;0;0;0;0;0;0,005673437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008640055;0;0;0;0;0,00662164;0;0;0;0;0;0
contrahierba;0;0;0;0;0;0;0;0;0;0,005673437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006541078;0;0;0;0;0;0;0;0;0;0,005922066;0;0
contrito;0;0;0;0;0;0;0;0;0,013006438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00683527;0
conviniente;0;0;0;0;0,006053635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006178179;0;0,006423433;0;0;0
coraje;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005870956;0;0;0;0;0;0;0;0,013788349;0;0;0;0;0;0;0
corcho;0;0;0;0;0;0;0;0;0;0,005673437;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00576668;0;0;0;0;0,007064641;0;0;0;0;0;0;0;0;0
corporal;0;0;0;0;0;0;0;0;0;0;0;0,013737207;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006541078;0;0;0;0;0;0;0;0;0;0;0;0
corregir;0;0;0;0;0;0;0;0;0;0;0;0,020605811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cortésmente;0;0;0;0;0;0;0;0;0;0,011346874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007274844;0;0;0;0;0;0;0;0;0;0
costal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012116806;0;0;0,006307159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
costándole;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00576668;0;0;0;0,014549687;0;0;0;0;0;0;0;0;0;0
cotejar;0;0;0,014357502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00576668;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crïado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,019270298;0;0;0
cristán;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,021193924;0;0;0;0;0;0;0;0;0
crudo;0;0;0;0;0;0;0;0;0;0;0;0,013737207;0;0;0;0;0,006058403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cuadrado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006229365;0;0;0,006261741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006525711
cuajar;0;0;0;0;0;0;0;0;0;0;0,006347191;0;0;0;0;0;0,006058403;0;0;0,006307159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cuba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01153336;0;0;0;0;0;0,008482484;0;0;0;0;0;0;0;0
cúbrete;0;0;0;0,006109109;0;0;0;0;0;0;0;0;0;0;0;0,006391001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006173602;0;0;0;0
cuervo;0;0;0,007178751;0,012218217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dádmela;0;0;0;0;0;0;0;0;0;0;0;0;0,013876362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00683527;0
daisme;0;0;0;0;0;0,005404237;0;0;0;0;0;0;0;0;0;0,006391001;0;0;0;0;0;0;0;0;0;0;0,008640055;0;0;0;0;0;0;0;0;0;0;0
dámela;0;0;0;0;0;0;0;0;0;0;0;0,013737207;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006541078;0;0;0;0;0;0;0;0;0;0;0;0
darasle;0;0;0;0;0;0,005404237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006423433;0,005922066;0;0
daréle;0;0;0;0;0;0;0;0;0,006503219;0;0;0;0;0;0;0;0;0;0;0,006307159;0;0;0;0;0;0;0;0;0;0;0;0,00662164;0;0;0;0;0;0
daréte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005870956;0;0,006813846;0;0;0;0;0;0;0;0;0,006173602;0;0;0;0
dármela;0;0;0;0;0;0,005404237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006173602;0;0;0,00683527;0
dasme;0;0,006548788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006307159;0;0;0;0;0;0;0;0;0;0;0;0;0,006178179;0;0;0;0;0
dátil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006614632;0;0;0;0,005870956;0,00576668;0;0;0;0;0;0;0;0;0;0;0;0;0;0
decemos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,020682523;0;0;0;0;0;0;0
decienden;0;0,006548788;0;0;0,006053635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00662164;0;0;0;0;0;0
deciendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,018534536;0;0;0;0;0
decildo;0;0;0;0;0;0;0;0;0;0,005673437;0;0;0;0;0;0;0;0;0;0;0;0;0,005870956;0,00576668;0;0;0;0;0;0;0;0;0;0;0;0;0;0
decírselo;0;0;0;0;0,006053635;0;0;0;0;0;0;0;0;0;0,007527286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00683527;0
decírtelo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006307159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,011844131;0;0
dejásteme;0;0;0;0;0;0;0;0;0,006503219;0;0,006347191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006173602;0;0;0;0
dejome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006391001;0;0;0;0;0;0;0;0,00576668;0;0;0;0;0;0;0;0;0;0;0,006423433;0;0;0
delgado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,013082156;0;0;0;0;0;0;0;0;0;0,005922066;0;0
demandar;0;0;0;0,006109109;0;0,005404237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007064641;0;0;0;0;0;0;0;0;0
depósito;0;0,013097577;0;0;0;0;0;0;0;0;0;0;0;0;0,007527286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
derecha;0;0;0;0;0,006053635;0;0;0;0;0;0;0,006868604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008640055;0;0;0;0;0;0;0;0;0;0;0
derramélas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,019623234;0;0;0;0;0;0;0;0;0;0;0;0
desabrimiento;0;0;0,007178751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006614632;0;0;0;0;0;0;0,006541078;0;0;0;0;0;0;0;0;0;0;0;0
desaguar;0,006691201;0;0;0;0;0;0;0;0,006503219;0;0,006347191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
desamor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007527286;0;0;0;0;0;0;0;0,005870956;0;0;0;0;0;0;0;0;0,00662164;0;0;0;0;0;0
desarmar;0;0;0;0,006109109;0;0;0;0;0;0;0,006347191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007274844;0;0;0;0;0;0;0;0;0;0
desasir;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,015054573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006423433;0;0;0
desatalde;0;0;0;0;0,006053635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012846865;0;0;0
descalzar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006058403;0;0;0;0;0;0;0;0;0,013082156;0;0;0;0;0;0;0;0;0;0;0;0
descendiente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007064641;0;0;0;0;0,006173602;0;0;0;0,006525711
descompostura;0;0;0;0;0;0;0,007113387;0;0;0;0;0;0;0;0;0;0;0;0,006614632;0;0;0;0;0;0,006813846;0;0;0;0;0;0;0;0;0;0;0;0;0
desecho;0;0;0;0;0;0;0,007113387;0,008547009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00683527;0
desembarazar;0;0;0;0;0;0;0;0;0;0,005673437;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01153336;0;0;0;0;0;0;0;0;0;0;0;0;0;0
desenfadar;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00651848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012347203;0;0;0;0
desenvolver;0;0;0;0;0;0;0;0;0;0;0,006347191;0;0;0;0;0;0,006058403;0;0;0;0;0;0;0;0;0;0,008640055;0;0;0;0;0;0;0;0;0;0;0
desesperado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006261741;0;0;0;0;0;0;0;0,007064641;0;0,006894174;0;0;0;0;0;0;0
deshecho;0;0;0;0;0;0;0;0;0;0;0;0,006868604;0;0;0;0;0;0;0;0;0;0;0,005870956;0;0;0;0;0;0;0;0;0;0,006178179;0;0;0;0;0
deshonesto;0;0;0;0;0;0;0;0;0;0;0,006347191;0,006868604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006173602;0;0;0;0
deslenguar;0;0;0;0,012218217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006791633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
desocupar;0;0;0;0;0;0;0;0;0;0,005673437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006178179;0;0;0;0;0,006525711
desollar;0;0;0;0;0;0;0;0;0;0;0,006347191;0;0;0;0;0;0;0;0;0;0;0;0;0,00576668;0;0;0;0;0;0;0;0;0;0;0,006423433;0;0;0
despensa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,017766197;0;0
despertador;0;0;0;0,006109109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00576668;0;0,006541078;0;0;0;0;0;0;0;0;0;0;0;0
destocar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005870956;0;0;0;0;0,007274844;0;0;0;0;0,006178179;0;0;0;0;0
déstos;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00651848;0;0;0;0,01245873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
desvanecimiento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006229365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006423433;0;0;0,006525711
desvariar;0;0;0;0;0,006053635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006261741;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006423433;0;0;0
deténganse;0;0;0;0,006109109;0;0,005404237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007274844;0;0;0;0;0;0;0;0;0;0
diabólico;0;0;0;0;0;0;0;0;0,006503219;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005870956;0;0;0,006541078;0;0;0;0;0;0;0;0;0;0;0;0
díceslo;0;0;0;0;0;0;0;0;0;0,005673437;0;0;0;0;0;0;0;0;0;0;0;0,006791633;0;0;0;0;0;0;0;0;0;0;0;0,006173602;0;0;0;0
diciembre;0;0;0;0;0;0;0,007113387;0;0;0;0;0,006868604;0;0;0;0;0,006058403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
díganlo;0;0;0;0;0;0;0;0;0;0;0;0;0,006938181;0;0;0;0;0;0;0;0;0;0;0,00576668;0;0;0;0;0;0;0;0;0;0,006173602;0;0;0;0
dijérades;0,006691201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01245873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
díjote;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006307159;0;0,006791633;0,005870956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dímelo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006058403;0;0;0,006307159;0;0;0;0;0;0;0;0;0;0,008482484;0;0;0;0;0;0;0;0
diote;0;0;0;0;0;0,005404237;0;0;0;0;0;0;0;0;0;0;0;0,006229365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00683527;0
discontento;0;0;0;0;0;0;0;0;0;0;0;0,006868604;0;0;0;0;0;0,006229365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006525711
disfavor;0;0;0;0;0;0;0,007113387;0;0;0;0;0;0;0;0;0;0;0;0,006614632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006525711
dispensación;0;0,006548788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006541078;0,008640055;0;0;0;0;0;0;0;0;0;0;0
dobla;0;0;0;0,006109109;0,006053635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006813846;0;0;0;0;0;0;0;0;0;0;0;0;0
doma;0;0;0;0;0;0,005404237;0;0;0;0,005673437;0;0,006868604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dorio;0;0;0;0;0;0;0;0;0;0;0;0;0,020814542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dormida;0;0;0;0;0;0,010808474;0;0;0;0;0;0;0;0;0;0;0;0,006229365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dulcemente;0;0;0;0;0;0;0;0;0;0;0;0,006868604;0;0;0;0;0;0;0;0;0;0;0;0;0,006813846;0;0;0;0;0;0;0;0;0;0;0,005922066;0;0
ébano;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006261741;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006423433;0,005922066;0;0
echareme;0;0;0;0;0;0,005404237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00576668;0;0;0;0;0;0;0;0;0;0;0;0;0,00683527;0
echose;0;0;0,007178751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006791633;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005922066;0;0
eclesiástico;0;0;0;0;0,006053635;0;0;0;0,006503219;0;0;0;0,006938181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
edificar;0;0;0;0;0;0;0;0;0;0;0,006347191;0,006868604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006423433;0;0;0
eh;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,013082156;0;0;0;0;0,006894174;0;0;0;0;0;0;0
eje;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006614632;0,006307159;0;0;0;0;0;0;0;0;0;0,008482484;0;0;0;0;0;0;0;0
elegancia;0;0;0;0;0;0;0;0;0;0;0;0,006868604;0;0;0;0;0;0,006229365;0;0;0;0;0;0;0;0,006541078;0;0;0;0;0;0;0;0;0;0;0;0
elia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,013788349;0;0;0;0;0,005922066;0;0
elocuencia;0,006691201;0;0,007178751;0;0;0;0;0;0;0;0;0;0;0;0,007527286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
embargar;0;0;0;0;0;0,005404237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012347203;0;0;0;0
embuste;0;0;0;0;0;0;0;0;0;0;0;0,006868604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007064641;0;0;0;0;0;0;0,005922066;0;0
emparentar;0;0;0;0;0;0;0;0;0;0;0;0;0,006938181;0;0;0;0;0;0;0;0,006261741;0;0;0,00576668;0;0;0;0;0;0;0;0;0;0;0;0;0;0
empírico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,018921476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
emplumar;0,006691201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006614632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00683527;0
empuñar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006391001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,013788349;0;0;0;0;0;0;0
emulación;0;0,006548788;0;0;0;0;0;0,017094017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
enao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,021193924;0;0;0;0;0;0;0;0;0
